note_id,client_id,tags,products_mentioned,brands_mentioned,locations,events,professions,budget_range,budget_min,budget_max,budget_confidence,budget_amount,client_status,allergies,allergy_severity,dietary,relationship_context,key_dates,occasions,urgency,event_date,days_until_event,urgency_level,products,entities,implicit_signals,risk_flags,processing_notes,profession,processing_tier,confidence,processing_time_ms,rgpd_flag,error,reasoning,model_name,cost,age,gender,tier,ID,from_cache,escalation_failed
,,"['gluten_free', 'vegan', 'shopping_with_spouse', 'art_collector', 'travel_frequent']",[],[],[],[],[],10K-20K,10000.0,20000.0,inferred,,first_visit,['gluten_allergy'],high,['vegan'],"{'gift_for': [], 'shopping_with': ['spouse']}",[],['wedding_anniversary'],,2024-07-01,,,[],{},{},{},[],medical_physician,tier2,0.85,0.0,False,,"First-time customers with high potential and a flexible budget. Specific details about their professions, hobbies, and dietary restrictions were provided. The anniversary date was inferred based on the mention of an annual anniversary in July.",mistral-medium-latest,0.0,,,2,CA_302,False,'coroutine' object is not iterable
,,[],[],[],[],[],[],,,,,,,[],low,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.6,0.9582042694091797,False,,,,0.0,,female,1,CA_303,False,
,,"['ready_to_wear', 'gift_for_parent', 'tech_engineer', 'leather_goods', 'art_collector', 'travel_frequent', 'shoes']",[],[],"['San Francisco', 'Tokyo', 'Singapore']",[],[],20K-50K,20000.0,50000.0,inferred,,first_visit,['penicillin_allergy'],medium,[],"{'gift_for': ['parent'], 'shopping_with': []}",[],['wedding_anniversary'],,2024-06-01,153.0,,[],{},{},{},[],tech_engineer,tier2,0.85,0.0,False,,Client status and budget inferred from context. Multiple relevant tags extracted including lifestyle and interests. Event date calculated based on current date and mentioned anniversary in June.,mistral-medium-latest,0.0,,,2,CA_304,False,
,,"['gift_for_child', 'vegetarian', 'professor', 'shopping_with_spouse', 'art_collector', 'travel_frequent']",[],[],['Greece'],['wedding'],[],20K-50K,22000.0,50000.0,inferred,,vic,[],low,['vegetarian'],"{'gift_for': ['child'], 'shopping_with': ['spouse']}",[],['wedding'],,,,,[],{},{},{},[],,tier2,0.85,0.0,False,,"VIC status with high budget flexibility mentioned, specific professions, dietary preferences, and travel interests. Wedding occasion inferred for daughter. No specific products or brands mentioned.",mistral-medium-latest,0.0,,,2,CA_305,False,
,,"['vegan', 'nut_allergy', 'gift_for_spouse', 'influencer', 'travel_frequent']",[],[],['Patagonie'],[],[],5K-10K,6400.0,9600.0,explicit,,first_visit,['nut_allergy'],high,['vegan'],"{'gift_for': ['spouse'], 'shopping_with': []}",[],[],today,2023-10-05,0.0,,[],{},{},{},[],influenceur,tier2,0.92,0.0,False,,Client VIC potentiel avec budget explicite et urgence critique détectée. Allergie sévère identifiée. Contexte professionnel et opportunités de partenariat clairement mentionnés.,mistral-medium-latest,0.0,,,2,CA_306,False,'coroutine' object is not iterable
,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,'coroutine' object is not iterable,,,,,,3,CA_307,,
,,"['gift_for_child', 'vegetarian', 'shopping_with_spouse', 'lactose_intolerance', 'travel_luggage', 'leather_goods', 'art_collector', 'travel_frequent']",[],[],"['Torino', 'Francoforte', 'Bologna']",['Salone Libro Torino'],[],20K-50K,20000.0,50000.0,inferred,,vip,['lactose_intolerance'],medium,['vegetarian'],"{'gift_for': ['child'], 'shopping_with': ['spouse']}",[],['wedding_anniversary'],,,,,[],{},{},{},[],writer,tier2,0.85,0.0,False,,"VIP clients with a flexible budget and specific preferences. Detailed information about their professions, dietary restrictions, and travel habits. Mentions of specific events and locations.",mistral-medium-latest,0.0,,,2,CA_308,False,
,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,'coroutine' object is not iterable,,,,,,3,CA_309,,
,,"['ready_to_wear', 'shopping_with_partner', 'gift_for_sister', 'gift_for_parents', 'vegan', 'art_collector', 'travel_frequent']",[],[],"['Berlin', 'Kopenhagen', 'Amsterdam']",[],[],20K-50K,24000.0,60000.0,inferred,,first_visit,[],low,['vegan'],"{'gift_for': ['sister', 'parents'], 'shopping_with': ['partner']}",[],"['wedding', 'wedding_anniversary']",today,,,,[],{},{},{},[],entrepreneur_startup,tier2,0.85,0.0,False,,Client status inferred as first_visit due to 'neuer Kunde'. Budget inferred as open for VIP. Multiple occasions and dietary preferences extracted. Travel locations and art collection noted.,mistral-medium-latest,0.0,,,2,CA_310,False,
,,"['pollen_allergy', 'vegetarian', 'travel_luggage', 'leather_goods', 'travel_frequent']",['sacs travail'],[],['Corse'],[],[],2K-5K,3600.0,5400.0,explicit,,regular,['pollen_allergy'],high,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],architecte_paysagiste,tier2,0.85,0.0,False,,"Budget explicite, profession et statut client clairs, allergie sévère détectée, régime végétarien mentionné, pas de date ou d'urgence spécifiques",mistral-medium-latest,0.0,,,2,CA_311,False,'coroutine' object is not iterable
,,"['gift_for_child', 'travel_frequent', 'shopping_with_spouse', 'nut_allergy']","['travel pieces', 'work bags', 'complete handbag collection']",[],"['London', 'Paris', 'Silicon Valley']",['World Series of Poker'],[],50K+,50000.0,,inferred,,ultimate,['nut_allergy'],high,['vegan'],"{'gift_for': ['child'], 'shopping_with': ['spouse']}",[],[],this_week,,,,[],{},{},{},[],,tier2,0.95,0.0,False,,Ultra-high potential clients with explicit high budget indication and multiple product interests. Clear professional backgrounds and lifestyle details provided. High confidence due to detailed client description and explicit budget flexibility.,mistral-medium-latest,0.0,,,2,CA_312,False,'coroutine' object is not iterable
,,[],[],[],[],[],[],10K-20K,,,,9000.0,,[],low,[],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.75,0.8366107940673828,False,,,,0.0,,female,1,CA_313,False,
,,"['fragrance', 'shopping_with_spouse', 'pescatarian', 'gift_for_friend', 'wine_enthusiast', 'gift_for_family', 'leather_goods', 'art_collector', 'travel_frequent']",[],[],"['Rioja', 'Borgoña', 'Napa', 'Toscana', 'Nueva York']","['ARCO', 'wine_tasting']",[],20K-50K,20000.0,50000.0,inferred,,vip,['lactose_intolerance'],high,['pescatarian'],"{'gift_for': ['family', 'friend'], 'shopping_with': ['spouse']}",[],['spring_season'],,,,,[],{},{},{},[],wine_producer,tier2,0.85,0.0,False,,"VIP clients with a flexible budget and specific preferences. Detailed information about their professions, lifestyle, and dietary restrictions. Multiple locations and events mentioned.",mistral-medium-latest,0.0,,,2,CA_314,False,'coroutine' object is not iterable
,,"['gift_for_partner', 'vegetarian', 'art_collector', 'travel_frequent']",[],[],"['Mailand', 'Wien', 'New York', 'Sydney']",['Met Opera Premiere'],[],10K-20K,13000.0,26000.0,inferred,,first_visit,['food_coloring_allergy'],medium,['vegetarian'],"{'gift_for': ['partner'], 'shopping_with': []}",[],['birthday'],,2024-05,,,[],{},{},{},[],professional_singer,tier2,0.85,0.0,False,,"First visit with high potential, flexible budget discussed, frequent travel, specific dietary and allergy information, and gift context mentioned.",mistral-medium-latest,0.0,,,2,CA_315,False,
,,"['journalist', 'vegetarian', 'shopping_with_spouse', 'travel_luggage', 'leather_goods', 'travel_frequent']",['sac voyage'],['Leica'],[],[],[],2K-5K,3200.0,4800.0,explicit,,occasional,['iodine_allergy'],high,['vegetarian'],"{'gift_for': [], 'shopping_with': ['spouse']}",[],[],,,,,[],{},{},{},[],journalist,tier2,0.85,0.0,False,,"Budget explicite, profession et contexte voyage clair, allergie sévère détectée, informations client complètes",mistral-medium-latest,0.0,,,2,CA_316,False,'coroutine' object is not iterable
,,"['philanthropist', 'vegetarian', 'shopping_with_spouse', 'professor', 'wine_enthusiast', 'gift_for_spouse', 'art_collector', 'travel_frequent']",[],[],"['Italy', 'Edinburgh', 'Hay', 'Cambridge', 'Copenhagen']","['literary festivals', 'sabbatical year', 'private preview']",[],20K-50K,20000.0,50000.0,inferred,,vip,[],low,['vegetarian'],"{'gift_for': ['spouse'], 'shopping_with': ['spouse']}",[],['wedding_anniversary'],,,,,[],{},{},{},[],professor,tier2,0.95,0.0,False,,"VIP clients with a combined budget of 19K very flexible, indicating a higher budget range. Clear occasion of wedding anniversary and specific interests in cultural and historical items. Detailed professional and personal backgrounds provided, with no allergies mentioned.",mistral-medium-latest,0.0,,,2,CA_317,False,
,,"['gift_for_spouse', 'pescatarian', 'vegetarian', 'travel_frequent']",[],[],[],[],[],5K-10K,5600.0,8400.0,explicit,,first_visit,[],low,"['vegetarian', 'pescatarian']","{'gift_for': ['spouse'], 'shopping_with': []}",[],['wedding_anniversary'],,,,,[],{},{},{},[],chef,tier2,0.85,0.0,False,,Client potentiel excellent avec budget explicite et contexte détaillé sur la profession et les préférences alimentaires. Pas de date spécifique mentionnée.,mistral-medium-latest,0.0,,,2,CA_318,False,
,,"['gift_for_child', 'vegan', 'latex_allergy', 'leather_goods', 'art_collector', 'travel_frequent']",[],[],"['Miami', 'Basel', 'Hong Kong', 'Paris']","['art_fairs', 'gallery_openings']",[],10K-20K,10000.0,20000.0,inferred,,vip,['latex_allergy'],low,['vegan'],"{'gift_for': ['child'], 'shopping_with': []}",[],['wedding_anniversary'],,,,,[],{},{},{},[],art_gallery_owner,tier2,0.85,0.0,False,,VIP client with inferred budget range based on status and context. Clear lifestyle and dietary preferences. Allergy mentioned with low severity. Multiple locations and events related to art world.,mistral-medium-latest,0.0,,,2,CA_319,False,
,,"['ready_to_wear', 'gift_for_parent', 'shopping_with_spouse', 'pescatarian', 'watches', 'leather_goods', 'travel_frequent']",[],[],"['Luxembourg', 'Tanzania', 'Zürich']",['Safari Tanzania'],[],10K-20K,11200.0,16800.0,inferred,,regular,[],low,['pescatarian'],"{'gift_for': ['parent'], 'shopping_with': ['spouse']}",[],[],,,,,[],{},{},{},[],,tier2,0.85,0.0,False,,"Regular clients with flexible budget inferred from their status and spending habits. Professions and dietary preferences explicitly mentioned. Travel and lifestyle details extracted. No specific products or brands mentioned, but categories inferred from their preferences.",mistral-medium-latest,0.0,,,2,CA_320,False,
,,"['watches', 'leather_goods', 'wedding']",[],[],[],[],[],5K-10K,,,,5000.0,,['nickel_allergy'],low,['vegan'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.95,0.6666183471679688,False,,,,0.0,,female,1,CA_321,False,
,,"['gift_for_child', 'pescatarian', 'gift_for_friend', 'wine_enthusiast', 'leather_goods', 'art_collector', 'travel_frequent']",[],[],"['Provence', 'London', 'New York', 'Salzburg', 'Japan', 'France']",['Salzburg Festival'],[],50K+,50000.0,,inferred,,vip,[],low,['pescatarian'],"{'gift_for': ['child', 'friend'], 'shopping_with': []}",[],['housewarming'],,,,,[],{},{},{},[],finance_wealth_manager,tier2,0.85,0.0,False,,VIP clients with high budget inferred from context and past purchases. Multiple interests and lifestyle tags extracted. Some ambiguity in specific product mentions and exact event dates.,mistral-medium-latest,0.0,,,2,CA_322,False,
,,[],[],[],[],[],[],5K-10K,,,,6000.0,,[],low,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.75,0.8931159973144531,False,,,,0.0,,female,1,CA_323,False,
,,"['ready_to_wear', 'vegan', 'small_leather', 'shopping_with_spouse', 'leather_goods', 'travel_frequent']",[],[],['Bali'],[],[],20K-50K,18000.0,50000.0,inferred,,regular,[],low,['vegan'],"{'gift_for': [], 'shopping_with': ['spouse']}",[],[],,,,,[],{},{},{},[],,tier2,0.85,0.0,False,,"Budget inféré basé sur le statut de nouveaux clients à haut potentiel et la mention d'un budget très ouvert. Pas de date spécifique mentionnée, mais un voyage à Bali est prévu. Les professions et les modes de vie ont été identifiés clairement.",mistral-medium-latest,0.0,,,2,CA_324,False,
,,['leather_goods'],[],[],[],[],[],5K-10K,,,,8000.0,,[],low,[],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.8,1.1551380157470703,False,,,,0.0,,,1,CA_325,False,
,,"['watches', 'philanthropist', 'shopping_with_spouse', 'pescatarian', 'lactose_intolerance', 'jewelry', 'gift_for_spouse', 'leather_goods', 'travel_frequent']",[],[],"['Cambodge', 'Thaïlande']",['galas bienfaisance annuels'],[],30K-100K,30000.0,120000.0,inferred,,vip,['lactose_intolerance'],medium,['pescatarian'],"{'gift_for': ['spouse'], 'shopping_with': ['spouse']}",[],['wedding_anniversary'],,,,,[],{},{},{},[],,tier2,0.95,0.0,False,,"VIP clients with high budget flexibility, specific professions, dietary restrictions, and travel plans mentioned. Multiple interests in watches and jewelry, with a significant anniversary occasion.",mistral-medium-latest,0.0,,,2,CA_326,False,
,,"['shellfish_allergy', 'ready_to_wear', 'gift_for_partner', 'vegan', 'travel_luggage', 'gift_for_spouse', 'art_collector', 'travel_frequent']",[],[],"['Australia', 'Japan']",[],[],2K-5K,2000.0,5000.0,explicit,,first_visit,['shellfish_allergy'],high,['vegan'],"{'gift_for': ['spouse'], 'shopping_with': []}",[],['anniversary'],,2024-06-01,,,[],{},{},{},[],professional_dancer,tier2,0.85,0.0,False,,First visit client with explicit budget and clear professional background. Severe allergy detected. Future potential for higher budget inferred from context. Travel and performance needs identified.,mistral-medium-latest,0.0,,,2,CA_327,False,'coroutine' object is not iterable
,,"['gift_for_parent', 'shopping_with_spouse', 'pescatarian', 'art_collector', 'travel_frequent']",[],[],['Stati Uniti'],['conferenza diritti umani'],[],20K-50K,17000.0,51000.0,inferred,,vip,[],low,['pescatarian'],"{'gift_for': ['parent'], 'shopping_with': ['spouse']}",[],[],,,,,[],{},{},{},[],,tier2,0.85,0.0,False,,"VIP clients with high-profile professions and specific lifestyle preferences. Budget inferred as flexible and high due to their status and professions. Detailed personal and professional backgrounds provided, but no specific products or urgent dates mentioned.",mistral-medium-latest,0.0,,,2,CA_328,False,
,,"['ready_to_wear', 'vegan', 'travel_luggage', 'latex_allergy', 'leather_goods']",['bolso trabajo'],[],['Alpes'],[],[],2K-5K,4000.0,6000.0,inferred,,first_visit,['latex_allergy'],medium,['vegan'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],tech_engineer,tier2,0.85,0.0,False,,First visit client with inferred budget range based on initial spending. Clear profession and dietary preferences. Allergy mentioned with medium severity. No specific occasions or urgency detected.,mistral-medium-latest,0.0,,,2,CA_329,False,
,,"['gift_for_child', 'vegetarian', 'graduation_gift', 'art_collector', 'travel_frequent']",[],[],"['Singapur', 'Malediven']","['Symposium', 'Urlaub']",[],20K-50K,21000.0,50000.0,explicit,,vip,[],low,['vegetarian'],"{'gift_for': ['child'], 'shopping_with': []}",[],['graduation'],,,,,[],{},{},{},[],medical_surgeon,tier2,0.91,0.0,False,,VIP clients with explicit budget range and clear context of purchase for children's graduation gifts. Detailed professional and lifestyle information provided.,mistral-medium-latest,0.0,,,2,CA_330,False,
,,"['nickel_allergy', 'ready_to_wear', 'gift_for_self', 'vegan', 'shopping_with_spouse', 'art_collector', 'travel_frequent']",[],[],['Marrakech'],[],[],5K-10K,5600.0,8400.0,explicit,,occasional,['nickel_allergy'],high,['vegan'],"{'gift_for': ['self'], 'shopping_with': ['spouse']}",[],[],,,,,[],{},{},{},[],creative_designer,tier2,0.85,0.0,False,,"Budget explicite, profession et statut client clairs, allergie et régime spécifiés, contexte relationnel et lifestyle détaillés",mistral-medium-latest,0.0,,,2,CA_331,False,'coroutine' object is not iterable
,,"['gift_for_parent', 'gift_for_parents', 'pescatarian', 'latex_allergy', 'art_collector', 'travel_frequent']",[],[],['Europe'],['river_cruise'],[],10K-20K,10000.0,20000.0,inferred,,regular,['latex_allergy'],medium,['pescatarian'],"{'gift_for': ['parents'], 'shopping_with': []}",[],['birthday'],,,,,[],{},{},{},[],,tier2,0.85,0.0,False,,Regular clients with clear professions and lifestyle details. Budget inferred from 'flexible' and 15K mention. Allergy and dietary preferences explicitly stated. Travel and art interests noted.,mistral-medium-latest,0.0,,,2,CA_332,False,
,,[],[],[],[],[],[],5K-10K,,,,6000.0,,[],low,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.75,1.055002212524414,False,,,,0.0,,female,1,CA_333,False,
,,"['gluten_free', 'shopping_with_spouse', 'pescatarian', 'gift_for_children', 'wine_enthusiast', 'watches', 'gift_for_grandchildren', 'leather_goods', 'art_collector', 'travel_frequent']",[],[],"['Mediterranean', 'Orient Express']",[],[],20K-50K,23000.0,50000.0,inferred,,vip,['gluten_sensitivity'],high,['pescatarian'],"{'gift_for': ['children', 'grandchildren'], 'shopping_with': ['spouse']}",[],[],,,,,[],{},{},{},[],,tier2,0.95,0.0,False,,"VIP clients with high budget flexibility, multiple gift recipients, specific dietary restrictions, and detailed lifestyle preferences.",mistral-medium-latest,0.0,,,2,CA_334,False,'coroutine' object is not iterable
,,[],[],[],[],[],[],10K-20K,,,,9000.0,,[],low,[],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.75,1.2977123260498047,False,,,,0.0,,,1,CA_335,False,
,,"['latex_allergy', 'pescatarian', 'leather_goods', 'travel_frequent']",['sacs nouveaux collection printemps'],[],[],['championnat France mars'],[],5K-10K,5200.0,7800.0,explicit,,regular,['latex_allergy'],high,['pescatarian'],"{'gift_for': [], 'shopping_with': []}",[],['wedding_anniversary'],,2024-05-01,,,[],{},{},{},[],medical_surgeon,tier2,0.92,0.0,False,,"Extraction complète: profession, budget explicite, allergie grave détectée, contexte usage professionnel, occasions annuelles, et détails personnels pertinents.",mistral-medium-latest,0.0,,,2,CA_336,False,'coroutine' object is not iterable
,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,'coroutine' object is not iterable,,,,,,3,CA_337,,
,,"['valentines_gift', 'graduation_gift', 'pescatarian', 'gift_for_spouse', 'leather_goods', 'art_collector', 'travel_frequent']",['collezione borse primavera'],[],[],['preview estate privata'],[],10K-20K,10000.0,20000.0,explicit,,vip,['fragrance_sensitivity'],high,['pescatarian'],"{'gift_for': ['spouse'], 'shopping_with': []}",[],"['valentines', 'graduation']",,2024-02-14,,,[],{},{},{},[],creative_designer,tier2,0.92,0.0,False,,VIP client with explicit budget and clear occasion. Detailed lifestyle and professional context provided. Allergies and dietary preferences mentioned. Multiple occasions identified.,mistral-medium-latest,0.0,,,2,CA_338,False,'coroutine' object is not iterable
,,"['vegan', 'leather_goods', 'travel_frequent']",[],[],"['África', 'Asia', 'América Latina', 'India']",[],[],5K-10K,5000.0,10000.0,explicit,,first_visit,['medication_allergy'],high,['vegan'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],legal_lawyer,tier2,0.85,0.0,False,,Cliente nueva con perfil detallado pero sin productos específicos mencionados. Presupuesto explícito y dieta vegana clara. Alergias a medicamentos mencionadas con severidad alta. Viajes frecuentes y estilo de vida ético bien definidos.,mistral-medium-latest,0.0,,,2,CA_339,False,'coroutine' object is not iterable
,,"['ready_to_wear', 'vegetarian', 'shopping_with_spouse', 'gift_for_spouse', 'leather_goods', 'art_collector', 'travel_frequent']",[],[],['Japan'],[],[],20K-50K,20000.0,50000.0,inferred,,vip,[],low,['vegetarian'],"{'gift_for': ['spouse'], 'shopping_with': ['spouse']}",[],['wedding_anniversary'],,,,,[],{},{},{},[],,tier2,0.85,0.0,False,,"VIP clients with a flexible budget and specific interests in design and architecture. No specific products mentioned, but a clear occasion and dietary preferences are noted.",mistral-medium-latest,0.0,,,2,CA_340,False,
,,"['nickel_allergy', 'shopping_with_spouse', 'pescatarian', 'leather_goods', 'art_collector', 'travel_frequent']",['sac élégant'],[],['Asie'],[],[],5K-10K,5000.0,5500.0,explicit,,first_visit,['nickel_allergy'],high,['pescatarian'],"{'gift_for': [], 'shopping_with': ['spouse']}",[],[],,,,,[],{},{},{},[],chef_restaurant,tier2,0.85,0.0,False,,"Budget explicite, profession et statut client identifiés, allergie sévère détectée, contexte professionnel détaillé",mistral-medium-latest,0.0,,,2,CA_341,False,'coroutine' object is not iterable
,,"['gift_for_child', 'philanthropist', 'gift_for_grandchild', 'pescatarian', 'leather_goods', 'art_collector', 'travel_frequent']",[],[],['Danube'],['fundraising galas'],[],50K+,50000.0,,inferred,,vip,[],low,['pescatarian'],"{'gift_for': ['child', 'grandchild'], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],tech_executive,tier2,0.85,0.0,False,,VIP clients with high budget flexibility and multiple gift opportunities. Detailed lifestyle and dietary information provided. Some inference required for specific product mentions and exact occasions.,mistral-medium-latest,0.0,,,2,CA_342,False,
,,[],[],[],[],[],[],5K-10K,,,,7000.0,,[],low,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.75,1.4061927795410156,False,,,,0.0,,female,1,CA_343,False,
,,"['travel_frequent', 'vegan', 'gift_for_self']",[],[],['California'],[],[],20K-50K,20000.0,50000.0,inferred,,regular,['pollen_allergy'],high,['vegan'],"{'gift_for': ['self'], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],music_producer,tier2,0.85,0.0,False,,"Client potentiel très haut, budget inféré basé sur le statut et la mention de 14K, allergie sévère détectée, profession et style de vie détaillés.",mistral-medium-latest,0.0,,,2,CA_344,False,'coroutine' object is not iterable
,,['leather_goods'],[],[],[],[],[],10K-20K,,,,9000.0,,[],low,[],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.8,1.5802383422851562,False,,,,0.0,,,1,CA_345,False,
,,"['vegetarian', 'gift_for_colleague', 'art_collector', 'travel_frequent']",[],[],[],['fashion_weeks'],[],10K-20K,11000.0,22000.0,inferred,,vip,['textile_dye_allergy'],high,['vegetarian'],"{'gift_for': ['colleague'], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],creative_designer,tier2,0.92,0.0,False,,VIP client with explicit budget range and detailed professional background. Allergy and dietary information clearly mentioned. High confidence due to comprehensive details provided.,mistral-medium-latest,0.0,,,2,CA_346,False,'coroutine' object is not iterable
,,"['vegetarian', 'gift_for_family', 'leather_goods', 'travel_frequent']",[],[],['Peru'],['private preview'],[],20K-50K,18000.0,54000.0,inferred,,vip,[],low,['vegetarian'],"{'gift_for': ['family'], 'shopping_with': []}",[],"['expedition', 'celebration']",this_month,2024-03-01,30.0,,[],{},{},{},[],academic_anthropology_archaeology,tier2,0.92,0.0,False,,VIP clients with a clear budget range and specific interests. Detailed professional and personal backgrounds provided. Specific dietary preferences and travel plans mentioned. Urgency inferred from upcoming expedition and celebration.,mistral-medium-latest,0.0,,,2,CA_347,False,
,,[],[],[],[],[],[],5K-10K,,,,8000.0,,[],low,[],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.75,0.8368492126464844,False,,,,0.0,,female,1,CA_348,False,
,,[],[],[],[],[],[],,,,,,,[],low,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.6,1.4047622680664062,False,,,,0.0,,female,1,CA_349,False,
,,"['shopping_with_spouse', 'pescatarian', 'gift_for_spouse', 'leather_goods', 'art_collector', 'travel_frequent']",[],[],[],[],[],20K-50K,20000.0,50000.0,explicit,,vip,[],low,['pescatarian'],"{'gift_for': ['spouse'], 'shopping_with': ['spouse']}",[],['wedding_anniversary'],,,,,[],{},{},{},[],entrepreneur_established,tier2,0.85,0.0,False,,VIP clients with explicit budget and clear context of wedding anniversary gifts. No specific products mentioned but clear preferences for leather goods. No allergies or specific events mentioned.,mistral-medium-latest,0.0,,,2,CA_350,False,
,,"['ready_to_wear', 'leather_goods', 'vegetarian']",['sac travail professionnel'],[],[],['mariage'],[],2K-5K,3200.0,4800.0,explicit,,first_visit,['pollen_allergy'],high,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],['wedding'],,2024-09-01,216.0,,[],{},{},{},[],legal_lawyer,tier2,0.85,0.0,False,,"Client status inferred as first_visit due to 'nouvelle cliente'. Budget range adjusted based on explicit mention of 4K. Allergy severity set to high due to 'sévère'. Event date for wedding set to September 2024, with days until calculated accordingly.",mistral-medium-latest,0.0,,,2,CA_351,False,'coroutine' object is not iterable
,,"['gift_for_self', 'gluten_free', 'vegan', 'shopping_with_spouse', 'art_collector', 'travel_frequent']",[],[],"['Cannes', 'Berlin', 'Venice', 'Sundance']",['Cannes Film Festival'],[],20K-50K,20000.0,50000.0,inferred,,first_visit,['gluten_allergy'],high,['vegan'],"{'gift_for': ['self'], 'shopping_with': ['spouse']}",[],['film_selection'],today,2023-05-24,0.0,,[],{},{},{},[],film_producer,tier2,0.92,0.0,False,,Client status inferred as first_visit with high potential. Budget inferred as very open and discussed at 16K today. Allergy severity marked as high due to the mention of severe gluten allergy. Dietary preference clearly stated as vegan. Travel and art collector tags added due to frequent travel to film festivals and collection of vintage movie posters. Urgency set to today as the budget was discussed today.,mistral-medium-latest,0.0,,,2,CA_352,False,'coroutine' object is not iterable
,,"['nickel_allergy', 'ready_to_wear', 'pescatarian', 'jewelry', 'leather_goods', 'art_collector', 'travel_frequent']",[],[],[],['inaugurazione mostra'],[],10K-20K,10000.0,20000.0,explicit,,vip,['nickel_allergy'],high,['pescatarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],museum_director,tier2,0.85,0.0,False,,VIP client with explicit budget and detailed lifestyle information. Allergy and dietary preferences mentioned. Profession inferred from context.,mistral-medium-latest,0.0,,,2,CA_353,False,'coroutine' object is not iterable
,,"['ready_to_wear', 'vegan', 'shopping_with_spouse', 'art_collector', 'travel_frequent']",[],[],"['Dubai', 'Miami', 'Singapore']",[],[],50K+,50000.0,,inferred,,first_visit,[],low,['vegan'],"{'gift_for': [], 'shopping_with': ['spouse']}",[],[],,,,,[],{},{},{},[],entrepreneur_startup,tier2,0.85,0.0,False,,"Client potentiel à très haut potentiel avec un budget extrêmement flexible, inféré à plus de 50K en raison de son statut d'entrepreneur dans la technologie blockchain et de son succès entrepreneurial. Style de vie et préférences clairement définis, avec des voyages fréquents et un intérêt pour l'art et la technologie. Pas d'allergies mentionnées, mais un régime vegan strict. Relation avec une influenceuse fitness notable.",mistral-medium-latest,0.0,,,2,CA_354,False,
,,"['vegetarian', 'shopping_with_spouse', 'gift_for_colleague', 'leather_goods', 'art_collector', 'travel_frequent']",[],[],[],['Privatvorschau'],[],10K-20K,9900.0,13200.0,explicit,,regular,[],low,['vegetarian'],"{'gift_for': ['colleague'], 'shopping_with': ['spouse']}",[],['wedding_anniversary'],,,,,[],{},{},{},[],tech_executive,tier2,0.85,0.0,False,,Budget explicite + contexte professionnel détaillé + régime alimentaire + pas d'allergies + occasions mentionnées,mistral-medium-latest,0.0,,,2,CA_355,False,
,,"['ready_to_wear', 'vegetarian', 'shopping_with_spouse', 'nut_allergy', 'travel_luggage', 'gift_for_spouse', 'travel_frequent']",['sac voyage professionnel'],[],[],['mariage'],[],5K-10K,4800.0,7200.0,explicit,,first_visit,['nut_allergy'],high,['vegetarian'],"{'gift_for': ['spouse'], 'shopping_with': ['spouse']}",[],['wedding'],,,,,[],{},{},{},[],tech_executive,tier2,0.85,0.0,False,,"Budget explicite, profession et allergie clairement mentionnées, contexte de mariage futur, client nouveau avec profil tech détaillé",mistral-medium-latest,0.0,,,2,CA_356,False,'coroutine' object is not iterable
